global_best_valid_mrr20,run_best_valid_mrr20,run_phase,run_id,exp_brief,setting_id,setting_key,setting_group,setting_desc,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc
0.079400,0.079400,P10_03_MEMORY_S1,03_MEMORY_S1,Memory | group_subset | Memory only,P10-03_Memory,Memory,group_subset,Memory only,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,3,running,0.161000,,,,,,2026-03-23T05:54:53.322267Z
0.079600,0.079600,P10_05_TEMPO_FOCUS_S1,05_TEMPO_FOCUS_S1,Tempo_Focus | group_subset | Tempo + Focus,P10-05_Tempo_Focus,Tempo_Focus,group_subset,Tempo + Focus,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,5,running,0.161700,,,,,,2026-03-23T05:55:38.374202Z
0.079800,0.079800,P10_06_TEMPO_MEMORY_S1,06_TEMPO_MEMORY_S1,Tempo_Memory | group_subset | Tempo + Memory,P10-06_Tempo_Memory,Tempo_Memory,group_subset,Tempo + Memory,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,6,running,0.162000,,,,,,2026-03-23T05:56:08.408459Z
0.081100,0.081100,P10_00_FULL_S1,00_FULL_S1,FULL | group_subset | All 4 families,P10-00_FULL,FULL,group_subset,All 4 families,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.161700,,,,,,2026-03-23T05:56:14.415635Z
0.081200,0.081200,P10_00_FULL_S1,00_FULL_S1,FULL | group_subset | All 4 families,P10-00_FULL,FULL,group_subset,All 4 families,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.161700,,,,,,2026-03-23T06:10:21.418275Z
0.081300,0.081300,P10_00_FULL_S1,00_FULL_S1,FULL | group_subset | All 4 families,P10-00_FULL,FULL,group_subset,All 4 families,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,0,running,0.161800,,,,,,2026-03-23T06:25:16.480825Z
0.081300,0.080000,P10_03_MEMORY_S1,03_MEMORY_S1,Memory | group_subset | Memory only,P10-03_Memory,Memory,group_subset,Memory only,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete,0.159200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_03_memory_s1_20260323_055126_916277_pid332367.json,2026-03-23T06:55:58.090243Z
0.081300,0.079400,P10_02_FOCUS_S1,02_FOCUS_S1,Focus | group_subset | Focus only,P10-02_Focus,Focus,group_subset,Focus only,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete,0.161300,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_02_focus_s1_20260323_055127_006839_pid332366.json,2026-03-23T06:58:10.721843Z
0.081300,0.079500,P10_01_TEMPO_S1,01_TEMPO_S1,Tempo | group_subset | Tempo only,P10-01_Tempo,Tempo,group_subset,Tempo only,run_complete,KuaiRecLargeStrictPosV2_0.2,1,1,run_complete,0.161200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_01_tempo_s1_20260323_055126_868719_pid332365.json,2026-03-23T07:07:41.790188Z
0.081300,0.080100,P10_06_TEMPO_MEMORY_S1,06_TEMPO_MEMORY_S1,Tempo_Memory | group_subset | Tempo + Memory,P10-06_Tempo_Memory,Tempo_Memory,group_subset,Tempo + Memory,run_complete,KuaiRecLargeStrictPosV2_0.2,1,6,run_complete,0.162100,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_06_tempo_memory_s1_20260323_055127_002357_pid332370.json,2026-03-23T07:08:36.239977Z
0.081300,0.079800,P10_05_TEMPO_FOCUS_S1,05_TEMPO_FOCUS_S1,Tempo_Focus | group_subset | Tempo + Focus,P10-05_Tempo_Focus,Tempo_Focus,group_subset,Tempo + Focus,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.161700,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_05_tempo_focus_s1_20260323_055126_820646_pid332369.json,2026-03-23T07:10:18.775744Z
0.081300,0.079200,P10_04_EXPOSURE_S1,04_EXPOSURE_S1,Exposure | group_subset | Exposure only,P10-04_Exposure,Exposure,group_subset,Exposure only,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.159200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_04_exposure_s1_20260323_055127_033587_pid332368.json,2026-03-23T07:24:59.241942Z
0.081300,0.081300,P10_00_FULL_S1,00_FULL_S1,FULL | group_subset | All 4 families,P10-00_FULL,FULL,group_subset,All 4 families,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161800,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_00_full_s1_20260323_055126_851301_pid332364.json,2026-03-23T07:27:20.891334Z
0.081300,0.080400,P10_07_TEMPO_EXPOSURE_S1,07_TEMPO_EXPOSURE_S1,Tempo_Exposure | group_subset | Tempo + Exposure,P10-07_Tempo_Exposure,Tempo_Exposure,group_subset,Tempo + Exposure,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete,0.159400,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_07_tempo_exposure_s1_20260323_055126_909449_pid332371.json,2026-03-23T07:30:42.609467Z
0.081300,0.080500,P10_10_MEMORY_EXPOSURE_S1,10_MEMORY_EXPOSURE_S1,Memory_Exposure | group_subset | Memory + Exposure,P10-10_Memory_Exposure,Memory_Exposure,group_subset,Memory + Exposure,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete,0.160900,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_10_memory_exposure_s1_20260323_065818_006165_pid343990.json,2026-03-23T08:13:19.104549Z
0.081400,0.081400,P10_14_FOCUS_MEMORY_EXPOSURE_S1,14_FOCUS_MEMORY_EXPOSURE_S1,Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,group_subset,Focus + Memory + Exposure,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,6,running,0.160900,,,,,,2026-03-23T08:14:04.159294Z
0.081800,0.081800,P10_18_NO_CATEGORY_S1,18_NO_CATEGORY_S1,NO_CATEGORY | availability | Drop category/theme-derived columns,P10-18_NO_CATEGORY,NO_CATEGORY,availability,Drop category/theme-derived columns,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,2,running,0.156100,,,,,,2026-03-23T08:25:49.982593Z
0.081800,0.080400,P10_11_TEMPO_FOCUS_MEMORY_S1,11_TEMPO_FOCUS_MEMORY_S1,Tempo_Focus_Memory | group_subset | Tempo + Focus + Memory,P10-11_Tempo_Focus_Memory,Tempo_Focus_Memory,group_subset,Tempo + Focus + Memory,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete,0.161000,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_11_tempo_focus_memory_s1_20260323_065605_224205_pid343813.json,2026-03-23T08:26:53.456004Z
0.081800,0.079900,P10_09_FOCUS_EXPOSURE_S1,09_FOCUS_EXPOSURE_S1,Focus_Exposure | group_subset | Focus + Exposure,P10-09_Focus_Exposure,Focus_Exposure,group_subset,Focus + Exposure,run_complete,KuaiRecLargeStrictPosV2_0.2,1,1,run_complete,0.161300,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_09_focus_exposure_s1_20260323_070748_884498_pid344464.json,2026-03-23T08:28:57.005921Z
0.081800,0.080800,P10_13_TEMPO_MEMORY_EXPOSURE_S1,13_TEMPO_MEMORY_EXPOSURE_S1,Tempo_Memory_Exposure | group_subset | Tempo + Memory + Exposure,P10-13_Tempo_Memory_Exposure,Tempo_Memory_Exposure,group_subset,Tempo + Memory + Exposure,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.161200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_tempo_memory_exposure_s1_20260323_071025_868718_pid344707.json,2026-03-23T08:32:48.687994Z
0.082400,0.082400,P10_14_FOCUS_MEMORY_EXPOSURE_S1,14_FOCUS_MEMORY_EXPOSURE_S1,Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,group_subset,Focus + Memory + Exposure,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,6,running,0.158700,,,,,,2026-03-23T08:35:57.918167Z
0.082400,0.082400,P10_14_FOCUS_MEMORY_EXPOSURE_S1,14_FOCUS_MEMORY_EXPOSURE_S1,Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,group_subset,Focus + Memory + Exposure,run_complete,KuaiRecLargeStrictPosV2_0.2,1,6,run_complete,0.158700,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_14_focus_memory_exposure_s1_20260323_070843_288400_pid344564.json,2026-03-23T08:44:35.029462Z
0.082400,0.080200,P10_08_FOCUS_MEMORY_S1,08_FOCUS_MEMORY_S1,Focus_Memory | group_subset | Focus + Memory,P10-08_Focus_Memory,Focus_Memory,group_subset,Focus + Memory,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.160400,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_08_focus_memory_s1_20260323_072728_083870_pid346959.json,2026-03-23T08:52:54.032417Z
0.082400,0.080600,P10_12_TEMPO_FOCUS_EXPOSURE_S1,12_TEMPO_FOCUS_EXPOSURE_S1,Tempo_Focus_Exposure | group_subset | Tempo + Focus + Exposure,P10-12_Tempo_Focus_Exposure,Tempo_Focus_Exposure,group_subset,Tempo + Focus + Exposure,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.161800,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_12_tempo_focus_exposure_s1_20260323_072506_604120_pid346750.json,2026-03-23T08:58:09.872213Z
0.082400,0.081200,P10_15_TOP2_PER_GROUP_S1,15_TOP2_PER_GROUP_S1,TOP2_PER_GROUP | compactness | Keep top-2 representative features per family/stage,P10-15_TOP2_PER_GROUP,TOP2_PER_GROUP,compactness,Keep top-2 representative features per family/stage,run_complete,KuaiRecLargeStrictPosV2_0.2,1,7,run_complete,0.160800,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_15_top2_per_group_s1_20260323_073049_884247_pid347396.json,2026-03-23T09:01:46.517007Z
0.082400,0.082000,P10_18_NO_CATEGORY_S1,18_NO_CATEGORY_S1,NO_CATEGORY | availability | Drop category/theme-derived columns,P10-18_NO_CATEGORY,NO_CATEGORY,availability,Drop category/theme-derived columns,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete,0.158200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_18_no_category_s1_20260323_081326_375806_pid353188.json,2026-03-23T09:54:11.649381Z
0.082400,0.080900,P10_19_NO_TIMESTAMP_S1,19_NO_TIMESTAMP_S1,NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,availability,Drop timestamp/pace/interval-derived columns,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete,0.161400,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_19_no_timestamp_s1_20260323_082700_558794_pid354786.json,2026-03-23T10:03:12.675575Z
0.082400,0.081200,P10_17_COMMON_TEMPLATE_S1,17_COMMON_TEMPLATE_S1,COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,compactness,Fixed reusable common template across stages,run_complete,KuaiRecLargeStrictPosV2_0.2,1,1,run_complete,0.159000,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_17_common_template_s1_20260323_082904_181147_pid354840.json,2026-03-23T10:16:04.986898Z
0.082400,0.080900,P10_20_FAMILY_DROPOUT_S1,20_FAMILY_DROPOUT_S1,FAMILY_DROPOUT | stochastic | Train-time family dropout (session scope),P10-20_FAMILY_DROPOUT,FAMILY_DROPOUT,stochastic,Train-time family dropout (session scope),run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162200,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_20_family_dropout_s1_20260323_085817_089134_pid354985.json,2026-03-23T10:31:27.808692Z
0.082400,0.081100,P10_21_FEATURE_DROPOUT_S1,21_FEATURE_DROPOUT_S1,FEATURE_DROPOUT | stochastic | Train-time element-wise feature dropout,P10-21_FEATURE_DROPOUT,FEATURE_DROPOUT,stochastic,Train-time element-wise feature dropout,run_complete,KuaiRecLargeStrictPosV2_0.2,1,5,run_complete,0.162100,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_21_feature_dropout_s1_20260323_083255_800504_pid354885.json,2026-03-23T10:38:49.689370Z
0.082400,0.080400,P10_16_TOP1_PER_GROUP_S1,16_TOP1_PER_GROUP_S1,TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,compactness,Keep top-1 representative feature per family/stage,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.162100,20,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_16_top1_per_group_s1_20260323_085301_081969_pid354956.json,2026-03-23T10:45:23.488510Z
